archetype,opp_archetype,w,l,d,matches,matches_wl,p_win,p_lose,p_draw,p_win_nodraw,p_lose_nodraw
Death and Taxes,Grixis Delver,14,16,1,31,30,0.45161290322580644,0.5161290322580645,0.03225806451612903,0.4666666666666667,0.4666666666666667
Death and Taxes,Helm of Obedience,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death and Taxes,High Tide,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death and Taxes,Hogaak,4,13,0,17,17,0.23529411764705882,0.7647058823529411,0.0,0.23529411764705882,0.23529411764705882
Death and Taxes,Humans,3,0,0,3,3,1.0,0.0,0.0,1.0,1.0
Death and Taxes,Infect,6,11,2,19,17,0.3157894736842105,0.5789473684210527,0.10526315789473684,0.35294117647058826,0.35294117647058826
Death and Taxes,Izzet Phoenix,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death and Taxes,Jeskai Mentor,9,5,2,16,14,0.5625,0.3125,0.125,0.6428571428571429,0.6428571428571429
Death and Taxes,Jeskai Stoneblade,0,3,0,3,3,0.0,1.0,0.0,0.0,0.0
Death and Taxes,Lands,6,5,2,13,11,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.5454545454545454,0.5454545454545454
Death and Taxes,Manaless Dredge,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death and Taxes,Maverick,3,3,1,7,6,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5,0.5
Death and Taxes,Merfolk,4,0,0,4,4,1.0,0.0,0.0,1.0,1.0
Death and Taxes,Miracles,21,11,4,36,32,0.5833333333333334,0.3055555555555556,0.1111111111111111,0.65625,0.65625
Death and Taxes,Mono-Blue Delver,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Death and Taxes,Mono-Red Prison,18,7,0,25,25,0.72,0.28,0.0,0.72,0.72
Death and Taxes,Nic Fit,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Death and Taxes,Omni-Tell,5,9,0,14,14,0.35714285714285715,0.6428571428571429,0.0,0.35714285714285715,0.35714285714285715
Death and Taxes,Oracle Opposition,0,0,1,1,0,0.0,0.0,1.0,,
Death and Taxes,Other,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death and Taxes,Painter,3,4,2,9,7,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.42857142857142855,0.42857142857142855
Death and Taxes,Pox,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death and Taxes,RUG Delver,9,1,0,10,10,0.9,0.1,0.0,0.9,0.9
Death and Taxes,RUG Midrange,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death and Taxes,ReaniMentor,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Death and Taxes,Reanimator,11,16,0,27,27,0.4074074074074074,0.5925925925925926,0.0,0.4074074074074074,0.4074074074074074
Death and Taxes,Selesnya Depths,2,2,1,5,4,0.4,0.4,0.2,0.5,0.5
Death and Taxes,Slivers,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death and Taxes,Sneak and Show,11,13,0,24,24,0.4583333333333333,0.5416666666666666,0.0,0.4583333333333333,0.4583333333333333
Death and Taxes,Splinter Twin,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Death and Taxes,The Epic Storm,2,8,0,10,10,0.2,0.8,0.0,0.2,0.2
Death and Taxes,The Rock,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death and Taxes,Tin Fins,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Death and Taxes,Turbo Depths,6,1,0,7,7,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571
Death and Taxes,U/B Delver,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death and Taxes,U/B Midrange,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death and Taxes,UR Delver,27,24,2,53,51,0.5094339622641509,0.4528301886792453,0.03773584905660377,0.5294117647058824,0.5294117647058824
Death and Taxes,U/W Control,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Death and Taxes,UW Stoneblade,7,1,1,9,8,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.875,0.875
Death and Taxes,Unknown,3,0,0,3,3,1.0,0.0,0.0,1.0,1.0
Death and Taxes,Urza ThopterSword,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Death's Shadow,4C Astrolabe,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Death's Shadow,4C Loam,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Ad Nauseam Tendrils,5,3,0,8,8,0.625,0.375,0.0,0.625,0.625
Death's Shadow,Artifact Echo,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,BUG Control,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Death's Shadow,BUG Delver,3,3,0,6,6,0.5,0.5,0.0,0.5,0.5
Death's Shadow,BUG Snowko,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Bant Control,0,1,1,2,1,0.0,0.5,0.5,0.0,0.0
Death's Shadow,Bant Loam,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Bomberman,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Buried Phoenix,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Burn,1,4,0,5,5,0.2,0.8,0.0,0.2,0.2
Death's Shadow,Death and Taxes,3,7,0,10,10,0.3,0.7,0.0,0.3,0.3
Death's Shadow,Death's Shadow,3,3,0,6,6,0.5,0.5,0.0,0.5,0.5
Death's Shadow,Dredge,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Death's Shadow,Eldrazi Post,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Eldrazi Stompy,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Death's Shadow,Esper Control,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Esper Thopter,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Goblins,2,2,1,5,4,0.4,0.4,0.2,0.5,0.5
Death's Shadow,Golgari Depths,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Death's Shadow,Grixis Control,0,1,1,2,1,0.0,0.5,0.5,0.0,0.0
Death's Shadow,Grixis Delver,2,3,0,5,5,0.4,0.6,0.0,0.4,0.4
Death's Shadow,Hogaak,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Death's Shadow,Humans,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Infect,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Jeskai Mentor,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Lands,1,3,1,5,4,0.2,0.6,0.2,0.25,0.25
Death's Shadow,Maverick,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Death's Shadow,Merfolk,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Death's Shadow,Miracles,0,7,1,8,7,0.0,0.875,0.125,0.0,0.0
Death's Shadow,Mono-Red Prison,2,3,0,5,5,0.4,0.6,0.0,0.4,0.4
Death's Shadow,Nic Fit,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Omni-Tell,2,1,0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Death's Shadow,Painter,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Death's Shadow,RUG Delver,2,1,0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Death's Shadow,Reanimator,2,1,0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Death's Shadow,Red Eldrazi,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Selesnya Depths,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Slivers,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Sneak and Show,6,1,0,7,7,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571
Death's Shadow,The Epic Storm,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Death's Shadow,The Rock,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,Turbo Depths,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,U/G Eldrazi,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Death's Shadow,UR Delver,4,9,0,13,13,0.3076923076923077,0.6923076923076923,0.0,0.3076923076923077,0.3076923076923077
Death's Shadow,UW Stoneblade,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Death's Shadow,Unknown,3,0,0,3,3,1.0,0.0,0.0,1.0,1.0
Death's Shadow,W/B Stoneblade,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dino Stompy,4C Astrolabe,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dino Stompy,Bomberman,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Dino Stompy,Eldrazi Stompy,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dino Stompy,Infect,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dino Stompy,Jeskai Mentor,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dino Stompy,Miracles,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dino Stompy,Mono-Red Prison,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Doomsday,4C Loam,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Doomsday,Burn,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Doomsday,Grixis Control,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Doomsday,Grixis Delver,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Doomsday,Reanimator,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Doomsday,Unknown,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,12-Post,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,4C Astrolabe,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Dredge,4C Loam,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,Abzan Depths,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Dredge,Ad Nauseam Tendrils,5,4,0,9,9,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,0.5555555555555556
Dredge,Aluren,3,0,0,3,3,1.0,0.0,0.0,1.0,1.0
Dredge,BUG Control,1,3,0,4,4,0.25,0.75,0.0,0.25,0.25
Dredge,BUG Delver,3,7,1,11,10,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.3,0.3
Dredge,BUG Zenith Oko,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,Bant Loam,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,Bant Mentor,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Bomberman,1,3,0,4,4,0.25,0.75,0.0,0.25,0.25
Dredge,Burn,4,1,0,5,5,0.8,0.2,0.0,0.8,0.8
Dredge,Dark Depths,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Death and Taxes,7,0,0,7,7,1.0,0.0,0.0,1.0,1.0
Dredge,Death's Shadow,2,1,0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Dredge,Dredge,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Dredge,Eldrazi Post,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Dredge,Eldrazi Stompy,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Elves,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Dredge,Enchantress,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,Esper Control,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Esper Thopter,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Goblins,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Golgari Depths,1,4,0,5,5,0.2,0.8,0.0,0.2,0.2
Dredge,Grixis Control,5,0,1,6,5,0.8333333333333334,0.0,0.16666666666666666,1.0,1.0
Dredge,Grixis Delver,5,7,0,12,12,0.4166666666666667,0.5833333333333334,0.0,0.4166666666666667,0.4166666666666667
Dredge,Hogaak,5,0,0,5,5,1.0,0.0,0.0,1.0,1.0
Dredge,Infect,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Dredge,Izzet Phoenix,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Dredge,Jeskai Mentor,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Dredge,Lands,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Dredge,Maverick,1,3,0,4,4,0.25,0.75,0.0,0.25,0.25
Dredge,Merfolk,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,Miracles,5,4,0,9,9,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,0.5555555555555556
Dredge,Mono-Red Prison,3,1,0,4,4,0.75,0.25,0.0,0.75,0.75
Dredge,Nic Fit,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Dredge,Ninjas,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,Omni-Tell,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Painter,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Dredge,Pox,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Punishing Eldrazi,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Dredge,RUG Delver,2,1,0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Dredge,Reanimator,4,0,0,4,4,1.0,0.0,0.0,1.0,1.0
Dredge,Reanimator Depths,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Dredge,Sneak and Show,7,3,0,10,10,0.7,0.3,0.0,0.7,0.7
Dredge,The Rock,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Turbo Depths,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Dredge,UR Delver,8,11,0,19,19,0.42105263157894735,0.5789473684210527,0.0,0.42105263157894735,0.42105263157894735
Dredge,UW Stoneblade,4,3,1,8,7,0.5,0.375,0.125,0.5714285714285714,0.5714285714285714
Dredge,Unknown,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,Urza ThopterSword,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Dredge,White Eldrazi,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,4C Astrolabe,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,4C Loam,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,5C Czech Pile,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,Ad Nauseam Tendrils,4,4,0,8,8,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Artifact Echo,0,0,1,1,0,0.0,0.0,1.0,,
Eldrazi Post,BUG Control,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,BUG Delver,2,4,0,6,6,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Eldrazi Post,Bant Stoneblade,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Bomberman,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,Burn,4,0,0,4,4,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Death and Taxes,3,1,0,4,4,0.75,0.25,0.0,0.75,0.75
Eldrazi Post,Death's Shadow,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,Dredge,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Eldrazi Post,4,4,0,8,8,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Eldrazi Stompy,3,1,0,4,4,0.75,0.25,0.0,0.75,0.75
Eldrazi Post,Elves,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Esper Control,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Esper Hatebears,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Goblins,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Golgari Depths,3,5,0,8,8,0.375,0.625,0.0,0.375,0.375
Eldrazi Post,Grixis Control,0,2,1,3,2,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Eldrazi Post,Grixis Delver,6,6,0,12,12,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Hogaak,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Eldrazi Post,Humans,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Infect,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,Jeskai Mentor,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Lands,0,5,0,5,5,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,Manaless Dredge,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Maverick,1,3,0,4,4,0.25,0.75,0.0,0.25,0.25
Eldrazi Post,Merfolk,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Miracles,8,5,0,13,13,0.6153846153846154,0.38461538461538464,0.0,0.6153846153846154,0.6153846153846154
Eldrazi Post,Mono-Red Prison,1,2,1,4,3,0.25,0.5,0.25,0.3333333333333333,0.3333333333333333
Eldrazi Post,Nic Fit,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Omni-Tell,5,2,0,7,7,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
Eldrazi Post,Painter,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Pox,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,RUG Delver,0,4,0,4,4,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,Reanimator,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Eldrazi Post,Red Eldrazi,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,Selesnya Depths,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,Sneak and Show,5,3,0,8,8,0.625,0.375,0.0,0.625,0.625
Eldrazi Post,The Epic Storm,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,U/G Eldrazi,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Post,UR Delver,3,3,0,6,6,0.5,0.5,0.0,0.5,0.5
Eldrazi Post,UW Stoneblade,3,1,0,4,4,0.75,0.25,0.0,0.75,0.75
Eldrazi Post,Wishclaw Foundry,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,12-Post,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,4C Astrolabe,3,1,0,4,4,0.75,0.25,0.0,0.75,0.75
Eldrazi Stompy,4C Loam,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Eldrazi Stompy,4C Waterfalls,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Abzan,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Ad Nauseam Tendrils,6,6,0,12,12,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,Aluren,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,Artifact Echo,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,BUG Control,4,1,0,5,5,0.8,0.2,0.0,0.8,0.8
Eldrazi Stompy,BUG Delver,7,8,0,15,15,0.4666666666666667,0.5333333333333333,0.0,0.4666666666666667,0.4666666666666667
Eldrazi Stompy,Bant Loam,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Bant Mentor,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Bant Miracles,0,2,0,2,2,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Bant Stoneblade,2,0,1,3,2,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0
Eldrazi Stompy,Belcher,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Burn,4,1,0,5,5,0.8,0.2,0.0,0.8,0.8
Eldrazi Stompy,Dark Depths,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Death and Taxes,6,10,0,16,16,0.375,0.625,0.0,0.375,0.375
Eldrazi Stompy,Death's Shadow,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,Dino Stompy,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Dredge,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Eldrazi Post,1,3,0,4,4,0.25,0.75,0.0,0.25,0.25
Eldrazi Stompy,Eldrazi Stompy,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,Elves,5,0,0,5,5,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Enchantress,2,0,0,2,2,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Esper Control,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Goblins,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Golgari Depths,6,7,0,13,13,0.46153846153846156,0.5384615384615384,0.0,0.46153846153846156,0.46153846153846156
Eldrazi Stompy,Grixis Control,4,2,0,6,6,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Eldrazi Stompy,Grixis Delver,8,5,0,13,13,0.6153846153846154,0.38461538461538464,0.0,0.6153846153846154,0.6153846153846154
Eldrazi Stompy,Grixis Pyromancer,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Hogaak,5,6,0,11,11,0.45454545454545453,0.5454545454545454,0.0,0.45454545454545453,0.45454545454545453
Eldrazi Stompy,Hogaak Depths,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Humans,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Infect,4,0,1,5,4,0.8,0.0,0.2,1.0,1.0
Eldrazi Stompy,Izzet Phoenix,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Jeskai Mentor,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,Jeskai Stoneblade,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Lands,2,3,0,5,5,0.4,0.6,0.0,0.4,0.4
Eldrazi Stompy,Maverick,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Merfolk,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Miracles,6,6,0,12,12,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,Mono-Blue Delver,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Mono-Red Prison,6,2,0,8,8,0.75,0.25,0.0,0.75,0.75
Eldrazi Stompy,Nic Fit,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Omni-Tell,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,Painter,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Eldrazi Stompy,Pox,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,RUG Delver,4,3,0,7,7,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.5714285714285714
Eldrazi Stompy,Reanimator,3,5,0,8,8,0.375,0.625,0.0,0.375,0.375
Eldrazi Stompy,Red Eldrazi,3,0,0,3,3,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Selesnya Depths,0,2,1,3,2,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Eldrazi Stompy,Sneak and Show,6,4,0,10,10,0.6,0.4,0.0,0.6,0.6
Eldrazi Stompy,Splinter Twin,3,0,0,3,3,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,Standstill,0,0,1,1,0,0.0,0.0,1.0,,
Eldrazi Stompy,The Epic Storm,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,ThopterSword,0,0,1,1,0,0.0,0.0,1.0,,
Eldrazi Stompy,Turbo Depths,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Eldrazi Stompy,UR Delver,14,7,0,21,21,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Eldrazi Stompy,U/W Control,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0
Eldrazi Stompy,UW Stoneblade,1,4,0,5,5,0.2,0.8,0.0,0.2,0.2
Eldrazi Stompy,Urza ThopterSword,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Elves,12-Post,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Elves,4C Astrolabe,3,1,0,4,4,0.75,0.25,0.0,0.75,0.75
Elves,5C Czech Pile,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Elves,Abzan,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Elves,Ad Nauseam Tendrils,4,6,0,10,10,0.4,0.6,0.0,0.4,0.4
Elves,Aluren,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Elves,Artifact Echo,1,2,1,4,3,0.25,0.5,0.25,0.3333333333333333,0.3333333333333333
Elves,BUG Control,3,3,1,7,6,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5,0.5
Elves,BUG Delver,6,3,0,9,9,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Elves,Bant Stoneblade,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Elves,Bomberman,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Elves,Burn,9,7,0,16,16,0.5625,0.4375,0.0,0.5625,0.5625
Elves,Cephalid Breakfast,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0
Elves,Death and Taxes,15,2,0,17,17,0.8823529411764706,0.11764705882352941,0.0,0.8823529411764706,0.8823529411764706
Elves,Dredge,2,1,0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
Elves,Eldrazi Post,1,1,0,2,2,0.5,0.5,0.0,0.5,0.5
Elves,Eldrazi Stompy,0,5,0,5,5,0.0,1.0,0.0,0.0,0.0
Elves,Elves,2,2,0,4,4,0.5,0.5,0.0,0.5,0.5
Elves,Goblins,1,2,0,3,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
Elves,Golgari Depths,3,5,0,8,8,0.375,0.625,0.0,0.375,0.375
